Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Number of Pages,WoS Categories,Research Areas,IDS Number,UT (Unique WOS ID),Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,
J,"Foppen, RPB; Chardon, JP; Liefveld, W",,,,"Foppen, RPB; Chardon, JP; Liefveld, W",,,Understanding the role of sink patches in source-sink metapopulations: Reed Warbler in an agricultural landscape,CONSERVATION BIOLOGY,,,,,,,,,,,,"Populations in agricultural landscapes often occur in source-sink situations: small patches of marginal habitat (sinks) are supported by an immigration flux from larger patches of high-quality habitat (sources). We sought to demonstrate that this situation occurs for Reed Warblers (Acrocephalus scirpaceus) in a riverine, mainly agricultural landscape in the Netherlands. We collected data on occurrence and habitat features in a large number of mostly small marshlands. We used a stochastic model to simulate the population dynamics in a metapopulation with sinks and sources. A statistical analysis of the field data, using regression techniques with occupation probability and abundance index as dependent variables, showed that habitat quality was less favourable in small habitat patches (e.g., ditches with reeds) than in larger patches (large, heterogeneous marshlands). The spatial cohesion of the landscape also played an important role: abundance of breeding Reed Warblers in regions with low spatial cohesion was low. Local extinctions and recolonizations occurred and their rates depended on the spatial parameters of the patch. This supports the hypothesis that metapopulation theory is applicable here. The results of the modeling study demonstrated that, besides the trivial dependence of sinks on sources, a larger amount of sink area and increased exchange of individuals increased the stability of source patches. This was shown not only by the larger size of the source population but also by increased resilience after a catastrophe. The area of the sink seemed less important than its distance to the source. The simulation indicated an optimal area of a few hectares (compared to a 10-ha area of the source) and a maximum distance of 2-5 km from the source. In creating sustainable landscapes, for example, by setting up an ecological network consisting of a limited number of high-quality patches, these small and seemingly insignificant habitat patches could play an important role and should be taken into consideration.",,,,,,,,,,,,,,,,,0888-8892,1523-1739,,,,DEC,2000,14,6,,,,,1881,1892,,10.1111/j.1523-1739.2000.99022.x,,,,,,,WOS:000166035800037,,,,,,
J,"Fernandez, M; Jaramillo, E; Marquet, PA; Moreno, CA; Navarrete, SA; Ojeda, FP; Valdovinos, CR; Vasquez, JA",,,,"Fernandez, M; Jaramillo, E; Marquet, PA; Moreno, CA; Navarrete, SA; Ojeda, FP; Valdovinos, CR; Vasquez, JA",,,"Diversity, dynamics and biogeography of Chilean benthic nearshore ecosystems: an overview and guidelines for conservation",REVISTA CHILENA DE HISTORIA NATURAL,,,,,,,,,,,,"Despite Chile has been one of the pioneering countries in studies of human impact on marine communities, and despite the enormous economic and social significance that the marine environment has for the country, the development of marine conservation programs and the scientific basis for sustainability has not kept pace, with the exploitation rate of marine fisheries and the increasing use of the coast for other purposes. Although we think that the establishment of any conservation policies along the vast coastline of Chile must be based on a multitude of approaches and considerations, scientific, biological, and ecological principles should guide much of these efforts. In this paper, we attempt to present a general overview of the current knowledge about the ecology and biogeography of nearshore systems in Chile. Based on the most relevant existing information, our goals are to: 1) Identify major biogeographic and ecological features of nearshore ecosystems, and the obvious gaps in information, 2) identify the most harmful human activities impacting the structure and dynamics of these systems, and 3) suggest the possible use of indicators to assess the conservational status of different environments along the coast. This overview shows, on one side, the geographic areas of deficitary knowledge on nearshore environments that are critical for future marine conservation and management plans, and on the other, the availability of high quality information for other geographic areas along the coast. Regarding the taxonomy and large-scale patterns of species distribution, important gaps in information were detected, however no big changes in the total number of species are expected in the future. There are few large-scale patterns of species distribution are reported in the literature, and in this contribution, but more work needs to be done, particularly for some taxa, to identify areas of high species diversity as well as areas which possess unique characteristics in terms of ecosystem processes (e.g., particular disturbance and upwelling regimes in coastal marine ecosystems) and species (e.g., endemic and keystone species). For most marine invertebrates and macroalgae, hotspots in species diversity are present in southern Chile. New studies addressing the causal factors generating these large-scale patterns of species distribution are also needed; information about coastal oceanography and larval supply is still poor. This information crucial for the design of a marine reserve network. The information available on community structure and ecosystem functioning, especially highlighting the effect of human impact, comes from very few geographic regions. More information about community structure for other areas of the coast is required, particularly considering the strong differences in temperature, circulation patterns, habitat heterogeneity, species composition, as well as of upwelling and El Nino effects along the 4,000 km of coastline. Finally, we list what we think are the most harmful human activities by area and environment along the coast, and integrate this information to suggest possible environmental indicators, and basic needs and guidelines for marine conservation in Chile.",,,,"Valdovinos, Claudio/AAQ-1625-2020; Marquet, Pablo A/B-7732-2009; Navarrete, Sergio/D-4645-2013","Marquet, Pablo A/0000-0001-6369-9339; ",,,,,,,,,,,,0716-078X,0717-6317,,,,DEC,2000,73,4,,,,,797,830,,,,,,,,,WOS:000166668900021,,,,,,
J,"Castilla, JC",,,,"Castilla, JC",,,Roles of experimental marine ecology in coastal management and conservation,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,,,,,,,,,,,,"The paper reviews the main findings of rocky shore and subtidal nearshore experimental marine ecology (EME) in cold and temperate marine ecosystems during the past four decades. It analyzes the role of EME in coastal management and conservation. The historical development of strategies for managing single or multispecies fisheries are reviewed. The published results show overexploitation and depletion of more than 60% of the fish stocks and a lack of connection between the management of fisheries and results derived from experimental marine ecology. This is mainly due to: (a) the different temporal and spatial scale at which most marine ecologists and fishery managers operate; (b) the lack of long-term fishery monitoring and adaptive techniques for management; and (c) limitations in the design of experiments on fisheries. Large-scale oceanic perturbations, due to combinations of excessive resource exploitation and environmental variability coupled with present trends in management approaches are discussed. Modern approaches and tools for management of fisheries, such as Adaptive Management (AM), Territorial User Rights in Fisheries (TURFs), Individual Transferrable Quotas and Non-Transferrable Quotas (ITQs, INTQs) are discussed in the context of small-scale fisheries and EME, Published views on limits of applied ecological research with regards to management of fisheries are discussed. Linkages between EME, marine conservation and the establishment of Marine Protected Areas (MPAs) and experimental exclusions of humans are highlighted. Results derived from MPAs, such as: (a) species or community trophic cascades, and (b) the role of key-stone species and species interaction strengths, are discussed. It is concluded that the role of EME in conservation has been greater than has been the case in management of fisheries. The potential to link EME, conservation and the management of fisheries is exemplified through the proposed establishment in Chile of a connected network of Scientific Reserves, MPAs and TURFs sites. The final conclusion is that to cross-fertilize EME, conservation and management, there are three main challenges: (1) to end the traditional view of approaching the management of fisheries and marine conservation as contradictory/antagonizing issues; (2) to improve communications between experimental marine ecology and the management of fisheries through the implementation of experimentation and adaptive management; (3) to improve linkages between marine conservation, the management of fisheries and social sciences. (C) 2000 Elsevier Science B.V. All rights reserved.",,,,,,,,,,,,,,,,,0022-0981,1879-1697,,,,JUL 30,2000,250,1-2,,,,,3,21,,10.1016/S0022-0981(00)00177-5,,,,,,,WOS:000089225400002,10969161,,,,,
J,"Ricotta, C; Stanisci, A; Avena, GC; Blasi, C",,,,"Ricotta, C.; Stanisci, A.; Avena, G. C.; Blasi, C.",,,Quantifying the network connectivity of landscape mosaics: a graph-theoretical approach,COMMUNITY ECOLOGY,,,,,,,,,,,,"Connectivity determines a large number of ecological functions of the landscape, including seed and animal dispersal, gene flow and disturbance propagation, and is therefore a key to understanding fluxes of matter and energy within land mosaics. Several approaches to quantifying landscape connectivity are possible. Among these, graph theory may be used to represent a landscape as a series of interconnected patches, where flows occur as a result of structural and/or functional patch connectivity. Within this context, we propose the use of a graph-theoretic index (i.e., the Harary index) as a measure of landscape connectivity. Results derived from the analysis of the vegetation map of Palmarola (central Italy) show that, from a statistical and ecological viewpoint, the Harary index may be a better measure of landscape connectivity than more traditional indices derived from transportation geography.",,,,,,,,,,,,,,,,,1585-8553,1588-2756,,,,JUN,2000,1,1,,,,,89,94,,10.1556/ComEc.1.2000.1.12,,,,,,,WOS:000558874600012,,,,,,
J,"Dale, VH; Brown, S; Haeuber, RA; Hobbs, NT; Huntly, N; Naiman, RJ; Riebsame, WE; Turner, MG; Valone, TJ",,,,"Dale, VH; Brown, S; Haeuber, RA; Hobbs, NT; Huntly, N; Naiman, RJ; Riebsame, WE; Turner, MG; Valone, TJ",,,Ecological principles and guidelines for managing the use of land,ECOLOGICAL APPLICATIONS,,,,,,,,,,,,"The many ways that people have used and managed land throughout history has emerged as a primary cause of land-cover change around the world. Thus, land use and land management increasingly represent a fundamental source of change in the global environment. Despite their global importance, however, many decisions about the management and use of land are made with scant attention to ecological impacts. Thus, ecologists' knowledge of the functioning of Earth's ecosystems is needed to broaden the scientific basis of decisions on land use and management. In response to this need, the Ecological Society of America established a committee to examine the ways that land-use decisions are made and the ways that ecologists could help inform those decisions. This paper reports the scientific findings of that committee. Five principles of ecological science have particular implications for land use and can assure that fundamental processes of Earth's ecosystems are sustained. These ecological principles deal with time, species, place, disturbance, and the landscape. The recognition that ecological processes occur within a temporal setting and change over time is fundamental to analyzing the effects of land use. In addition, individual species and networks of interacting species have strong and far-reaching effects on ecological processes. Furthermore, each sire or region has a unique set of organisms and abiotic conditions influencing and constraining ecological processes. Disturbances are important and ubiquitous ecological events whose effects may strongly influence population, community, and ecosystem dynamics. Finally, the size, shape, and spatial relationships of habitat patches on the landscape affect the structure and function of ecosystems. The responses of the land to changes in use and management by people depend on expressions of these fundamental principles in nature. These principles dictate several guidelines for land use. The guidelines give practical rules of thumb for incorporating ecological principles into land-use decision making. These guidelines suggest that land managers should: (1) examine impacts of local decisions in a regional context, (2) plan for long-term change and unexpected events, (3) preserve rare landscape elements and associated species, (4) avoid land uses that deplete natural resources, (5) retain large contiguous or connected areas that contain critical habitats, (6) minimize the introduction and spread of nonnative species, (7) avoid or compensate for the effects of development on ecological processes, and (8) implement land-use and management practices that are compatible with the natural potential of the area. Decision makers and citizens are encouraged to consider these guidelines and to include ecological perspectives in choices on how land is used and managed. The guidelines suggest actions required to develop the science needed by land managers.",,,,"Hobbs, Tom/C-5263-2016; Dale, Virginia H/B-6023-2009; Naiman, Robert J/K-3113-2012; Dale, Virginia H/ABI-6672-2020; Turner, Monica G/B-2099-2010; Huntly, Nancy/A-9329-2010","Dale, Virginia H/0000-0002-4123-7202; Valone, Thomas/0000-0002-7657-3126; Travis, William/0000-0002-9197-1317; Huntly, Nancy/0000-0001-6051-6365",,,,,,,,,,,,1051-0761,,,,,JUN,2000,10,3,,,,,639,670,,,,,,,,,WOS:000087506600001,,,,,,
J,"Englbrecht, CC; Freyhof, J; Nolte, A; Rassmann, K; Schliewen, U; Tautz, D",,,,"Englbrecht, CC; Freyhof, J; Nolte, A; Rassmann, K; Schliewen, U; Tautz, D",,,Phylogeography of the bullhead Cottus gobio (Pisces : Teleostei : Cottidae) suggests a pre-Pleistocene origin of the major central European populations,MOLECULAR ECOLOGY,,,,,,,,,,,,"The bullhead Cottus gobio is a small, bottom-dwelling fish consisting of populations that have not been subject to transplantations or artificial stocking. It is therefore an ideal model species for studying the colonization history of central European freshwater systems, in particular with respect to the possible influences of the Pleistocene glaciation cycles. We sampled Cottus populations across most of its distribution range, with a special emphasis on southern Germany where the major European drainage systems are in closest contact. Mitochondrial d-loop sequencing of more than 400 specimens and phylogenetic network analysis allowed us to draw a detailed picture of the colonization of Europe by C. gobio. Moreover, the molecular distances between the haplotypes enabled us to infer an approximate time frame for the origin of the various populations. The founder population of C. gobio stems apparently from the Paratethys and invaded Europe in the Pliocene. From there, the first colonization into central Europe occurred via the ancient lower Danube, with a separate colonization of the eastern European territories. During the late Pliocene, one of the central European populations must have reached the North Sea in a second step after which it then started to colonize the Atlantic drainages via coastal lines. Accordingly, we found very distinct populations in the upper and lower Rhine, which can be explained by the fact that the lower Rhine was disconnected from the upper Rhine until approximate to 1 million years ago (Ma). More closely related, but still distinct, populations were found in the Elbe, the Main and the upper Danube, all presumably of Pleistocene origin. Intriguingly, they have largely maintained their population identity, despite the strong disturbance caused by the glaciation cycles in these areas. On the other hand, a mixing of populations during postglacial recolonization could be detected in the lower Rhine and its tributaries. However, the general pattern that emerges from our analysis suggests that the glaciation cycles did not have a major impact on the general population structure of C. gobio in central Europe.",,,,"Tautz, Diethard/D-4304-2011; Nolte, Arne/I-4661-2017; Tautz, Diethard/H-8436-2014","Tautz, Diethard/0000-0002-0460-5344",,,,,,,,,,,,0962-1083,,,,,JUN,2000,9,6,,,,,709,722,,10.1046/j.1365-294x.2000.00912.x,,,,,,,WOS:000087845300007,10849287,,,,,
J,"Jones, JA; Swanson, FJ; Wemple, BC; Snyder, KU",,,,"Jones, JA; Swanson, FJ; Wemple, BC; Snyder, KU",,,"Effects of roads on hydrology, geomorphology, and disturbance patches in stream networks",CONSERVATION BIOLOGY,,,,,,,,,,,,"We outline a view of how road networks interact with stream networks at the landscape scale and, based on examples from recent and current research, illustrate how these interactions might affect biological and ecological processes in stream and riparian systems. At the landscape scale, certain definable geometric interactions involving peak flows (floods) and debris flows (rapid movements of soil, sediment, and large wood down steep stream channels) are influences by the arrangement of the road network relative to the stream network. Although disturbance patches are created by peak-flow and debris-flow disturbances in mountain landscapes without roads, roads can alter the landscape distributions of the starting and stopping points of debris flows, and they can alter the balance between the intensity of flood peaks and the stream network's resistance to change. We examined this conceptual model of interactions between road networks and stream networks based on observations from a number of studies in the H. J. Andrews Experimental Forest, Oregan (U.S.A.). Road networks appear to affect floods and debris flows and thus modify disturbance patch dynamics in stream and riparian networks in mountain landscapes. We speculate that these changes may influence the rates and patterns of survival and recovery of disturbed patches in stream networks, affecting ecosystem resilience, and we outline an approach for detecting such effects based on a patch dynamics perspective. A field sampling scheme for detecting the magnitude of various road effects on stream and riparian ecology could involve (1) landscape stratification of inherent stream network susceptibility to floods or debris flows, (2) overlay of road and stream networks and creation of areas with various densities of road-stream crossings, and (3) designations of expected high- and low-impact stream segments based on numbers of upstream road-stream crossings where sampling of selected biological variables would be conducted.",,,,,,,,,,,,,,,,,0888-8892,1523-1739,,,,FEB,2000,14,1,,,,,76,85,,10.1046/j.1523-1739.2000.99083.x,,,,,,,WOS:000085366700012,,,,,,
J,"Rodrigues, ASL; Gregory, RD; Gaston, KJ",,,,"Rodrigues, ASL; Gregory, RD; Gaston, KJ",,,Robustness of reserve selection procedures under temporal species turnover,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,,,,,,,,,,,,"Complementarity-based algorithms for the selection of reserve networks emphasize the need to represent biodiversity features efficiently, but this may not be sufficient to maintain those features in the long term. Here, we use data from the Common Birds Census in Britain as an exemplar data set to determine guidelines for the selection of reserve networks which are more robust to temporal turnover in features. The extinction patterns found over the 1981-1991 interval suggest that two such guidelines are to represent species in the best sites where they occur (higher local abundance) and to give priority to the rarer species. We tested five reserve selection strategies, one which finds the minimum representation set and others which incorporate the first or both guidelines proposed. Strategies were tested in terms of their efficiency (inversely related to the total area selected) and effectiveness (inversely related to the percentage of species lost) using data on eight pairs of ten-year intervals. The minimum set strategy was always the most efficient, but suffered higher species loss than the others, suggesting that there is a trade-off between efficiency and effectiveness. A desirable compromise can be achieved by embedding the concerns about the long-term maintenance of the biodiversity features of interest in the complementarity-based algorithms.",,,,"Rodrigues, Ana S.L./A-5914-2009","Rodrigues, Ana S.L./0000-0003-4775-0127; Gregory, Richard/0000-0002-7419-5053",,,,,,,,,,,,0962-8452,,,,,JAN 7,2000,267,1438,,,,,49,55,,10.1098/rspb.2000.0965,,,,,,,WOS:000084756400008,10670952,,,,,
B,"Haney, JC; Wilbert, M; De Grood, C; Lee, DS; Thomson, J",,"McCool, SF; Cole, DN; Borrie, WT; OLoughlin, J",,"Haney, JC; Wilbert, M; De Grood, C; Lee, DS; Thomson, J",,,Gauging the ecological capacity of Southern Appalachian reserves: Does wilderness matter?,"WILDERNESS SCIENCE IN A TIME OF CHANGE CONFERENCE, VOL 2: WILDERNESS WITHIN THE CONTEXT OF LARGER SYSTEMS",USDA FOREST SERVICE ROCKY MOUNTAIN RESEARCH STATION PROCEEDINGS,,,,Wilderness Science in a Time of Change Conference,"MAY 23-27, 1999","MISSOULA, MT","Aldo Leopold Wilderness Res Inst, Arthur Carhart Natl Wilderness Training Ctr, Bur Land Management, USDA Forest Serv Res, Forest Serv, Rocky Mt Res Stn, Humboldt State Univ, Coll Nat Resources, Natl Outdoor Leadership Sch, Natl Pk Serv, Parks Canada, SUNY Syracuse, Coll Environm Sci & Forestry, Univ Minnesota, Dept Forest Resources, Unin Montana, Sch Forestry, Wilderness Inst, US Fish & Wildlife Serv, US Geolog Survey, Biol Resources Div",,,,"A multi-unit wilderness system in the Southern Appalachians was evaluated for its long-term capacity to support biodiversity and provide other forms of ecological insurance. Based on spatial thresholds for selected species, community and ecosystem level attributes, ecological capacity was found to be conditional, hierarchical and interactive. Existing reserves appear to have successfully maintained some ecological structure and processes for up to half-century. However, most reserves theoretically large enough to represent certain animal taxa were too small to sustain, in situ, all native habitats for these taxa. Designated wilderness did not represent all major forest types common to the bioregion. Additions to the network would enhance but not completely safeguard the ecological capacity of this wilderness system.",,,,,,,,,,,,,,,,,,,,,,,2000,2,15,,,,,128,137,,,,,,,,,WOS:000165332600015,,,,,,
J,"Barnes, RFW",,,,"Barnes, RFW",,,Is there a future for elephants in West Africa?,MAMMAL REVIEW,,,,,,,,,,,,"The elephants of West Africa have experienced a long history of human disturbance. Before 1800 they were much affected by the precolonial empires of the savanna and Sahelian zones, the trans-Saharan trade routes, and the coastal trade established by the Europeans. During the 19th century, the increasing demand for ivory from Europe and North America, the European penetration of the region, and the evolution of breech-loading rifles devastated the remaining elephants. The elephant population of West Africa collapsed before the outbreak of World War I because of intense hunting for ivory. This collapse pre-empted the decline that would have occurred anyway due to the rapid growth of the human population and consequent loss of habitat. Elephants now find themselves in about 70 small isolated populations that cover only 5% of the region. These fragments are very vulnerable - whether in the acid lands or the humid forests - to poaching and general human disturbance. There are few data on numbers; most of the population estimates are guesses. Two-thirds of the populations are thought to consist of fewer than 200 animals and therefore have a low probability of surviving the next century. As more habitat is lost to human activities, West African elephants will soon remain only in protected areas. But many parks and reserves are managed poorly and cannot offer effective protection; they do not guarantee a future for elephants. In addition, their crop-raiding habit makes elephants unpopular in rural communities surrounding protected areas. Human populations are expected to continue growing and resources for conservation are scarce. The future of West African elephants lies in a small network of well-protected areas.",,,,,,,,,,,,,,,,,0305-1838,,,,,SEP,1999,29,3,,,,,175,199,,10.1046/j.1365-2907.1999.00044.x,,,,,,,WOS:000082778700002,,,,,,
J,"Arnaud, JF; Madec, L; Bellido, A; Guiller, A",,,,"Arnaud, JF; Madec, L; Bellido, A; Guiller, A",,,Microspatial genetic structure in the land snail Helix aspersa (Gastropoda : Helicidae),HEREDITY,,,,,,,,,,,,"The microspatial genetic structure of allele frequencies at seven isozyme loci was examined for 15 populations of the land snail Helix aspersa sa sampled in a village from Brittany (north-western France). Spatial heterogeneity of allele frequencies was highly significant (P < 0.001). Fixation indices reflected nonrandom mating within neighbourhoods and a slight but consistent differentiation between colonies (F-ST = 0.044; P < 0.01). Analyses of gene flow or genetic distances failed to reveal a significant relationship with geographical distance, probably because of the complexity of environmental heterogeneity. However, matrix comparisons between genetic distances and connectivity networks among adjacent colonies (Gabriel-connected graph) yielded a significant correlation in every case, indicating a 'step-by-step' relationship between neighbouring localities. Moreover, most of the allozymes were spatially structured and showed (i) a gradual isolation of colonies with increasing geographical distances, and (ii), for some correlogram profiles, a circular gradient illustrating a multidirectional colonization of the village. The probable existence of disperser individuals allowed us to suggest a metapopulation model which would explain the maintenance of such animals in fragmented habitats where anthropogenic disturbances and extinction/recolonization events are commonly observed.",,,,"Arnaud, Jean-Francois/A-2426-2009","Arnaud, Jean-Francois/0000-0001-5009-7144",,,,,,,,,,,,0018-067X,,,,,AUG,1999,83,,2,,,,110,119,,10.1046/j.1365-2540.1999.00565.x,,,,,,,WOS:000082889600002,10469198,,,,,
J,"Alkon, PU",,,,"Alkon, PU",,,Microhabitat to landscape impacts: crested porcupine digs in the Negev Desert highlands,JOURNAL OF ARID ENVIRONMENTS,,,,,"Symposium on the Ecological, Evolutionary, and Geomorphologic Significance of Open Burrow Systems in Conjunction with the 7th International Theriological Congress","SEP 06-11, 1997","ACAPULCO, MEXICO",,,,,"Indian crested porcupines (Hystrix indica) are adaptable, generalist herbivores with wide environmental tolerances and a large geographic range. In the arid Negev Desert highlands of southern Israel, porcupines excavate and consume subterranean organs of 18 species of geophytes and hemicryptophytes in a variety of habitats. Their foraging generates a network of direct and indirect impacts on ecological processes. Porcupine digs varied in size according to depth of forage and substrate, and new digs averaged about 8 cm in depth, and 400 cm(2) and 940 cm(3) in surface area and volume, respectively. Digging rates also differed among habitats. In hilly watersheds, highest digging rates were in soil belts supporting the greatest cover of shrubs and geophytes. Dig densities peaked at > 1 dig m(-2), impacting up to 4% of soil surfaces. Digs are temporary soil pockets (longevities of < 2 to > 10 years) that trap soil, water, organic matter, and seeds. As highly productive microhabitats compared to surrounding soil matrix, they promote the germination and growth of annual plants including some porcupine forage species. Loose soil excavated by porcupines enhances soil erosion and transport, and may substantially enhance ecosystem flows of water, soil, and nutrients. Porcupine digging may help to maintain bare rock outcrops in Negev watersheds, thereby promoting large runoff flows that produce mesic patches and plant habitats. Runoff dynamics have greatly influenced past and present human exploitation of Negev landscapes. Recent experiments indicate that porcupine digs have important properties as small-scale landscape disturbances, and as sources and sinks of critical environmental resources. Additional research is needed to better define and predict porcupine digging impacts at several ecological levels, and as a basis for realistic management of Negev habitats and landscapes. (C) 1999 Academic Press.",,,,,,,,,,,,,,,,,0140-1963,1095-922X,,,,FEB,1999,41,2,,,,,183,202,,10.1006/jare.1998.0481,,,,,,,WOS:000079363400006,,,,,,
B,"Franco, CR",,"AguirreBravo, C; Franco, CR",,"Franco, CR",,,Mexican experiences in forest monitoring research,NORTH AMERICAN SCIENCE SYMPOSIUM: TOWARD A UNIFIED FRAMEWORK FOR INVENTORYING AND MONITORING FOREST ECOSYSTEM RESOURCES,USDA FOREST SERVICE ROCKY MOUNTAIN RESEARCH STATION PROCEEDINGS,,,,North American Science Symposium on Toward a Unified Framework for Inventorying and Monitoring Forest Ecosystem Resources,"NOV 01-06, 1998","GUADALAJARA, MEXICO","USDA, Forest Serv, Inst Nacl Investigac Forestales & Agropecuarias, Natl Pk Serv, Univ Autonoma Guadalajara, Long Term Ecol Res, USDA, Gobierno Estado Jalisco, Canadian Forest Serv, Environm Canada, EMCO, Nat Resources Canada, US Dept Interior Geol Survey, SEMARNAP, SAGAR INIFAP",,,,"Mexico started its National Permanent Forest Inventory in the 1970's. There was a sustancial advance in field work in several states of the Mexican Republic, however, due to several reasons the project was abandoned and all the data were not processed. Several Mexican Organizations related to the Mexican Forest Activity, also started their own permanent forest inventory, such as the Ex Unidad Industrial de Explotacion Forestal with an influence area in the states of Mexico, Puebla and Morelos, the Ex Unidad Industrial de Explotacion Forestal Michoacana de Occidente and the National Institute of Research in Forestry, Agriculture and Animal Husbandry of Mexico (INIFAP). INIFAP since 1971 has established a permanent plot network in 10 mexican states covering all the forest ecosystems with 294 plots. Since that time all the measurements had been processed and analized for the states of Quintana Roo, Campeche, Chiapas, Chihuahua, Durango, Jalisco, Michoacan, Oaxaca, Puebla, and Veracruz. The main problems faced during this time has been related to the lack of specialized technicians, the lack of methodologies for integrating all the data, and obtaining results and the scarcity of computational equipment for management and processing big amounts of records. Currently, all these problems have been resoluted. The importance for INIFAP for undertaking this project at national level is to know in the short, medium and long term the behaivour and characteristcs of the different forest ecosystems, and determine their dynamics, and their capability of adaptation to several disturbances according to their growing conditions such as soils, topography and climate. Finally, it is expected to have enough information for creating a data bank for obtaining growth prediction models for different characteristics of forest stands by ecosystems to be employed in planning forest management activities.",,,,,,,,,,,,,,,,,,,,,,,1999,,12,,,,,172,179,,,,,,,,,WOS:000086142400031,,,,,,
J,"Wilson, JG; Parkes, A",,,,"Wilson, JG; Parkes, A",,,Network analysis of the energy flow through the Dublin Bay ecosystem,BIOLOGY AND ENVIRONMENT-PROCEEDINGS OF THE ROYAL IRISH ACADEMY,,,,,,,,,,,,"Energy (biomass) and energy flows (production, inputs, transfers and respiration) were calculated for seven compartments (phytoplankton, benthic primary producers, zooplankton, benthic macrofauna, fish, birds and particulate organic matter (POM)) of the Dublin Bay system. The resultant model was analysed with the SCOR network analysis package. The most prominent feature of the model was the importance of the allochthonous input of POM and the processing through the macroinvertebrates. Network analysis suggested that Dublin Bay showed the characteristics of a coastal/estuarine system, although the total system energy throughput was rather low. Indices of the system itself suggested that it was in an immature, developing stage (sensu Odum 1969) which would show low resilience and thus be sensitive to external perturbations.",,,,,"Wilson, James/0000-0002-9569-1646",,,,,,,,,,,,0791-7945,,,,,DEC,1998,98B,3,,,,,179,190,,,,,,,,,WOS:000081871300005,,,,,,
J,"Moilanen, A; Smith, AT; Hanski, I",,,,"Moilanen, A; Smith, AT; Hanski, I",,,Long-term dynamics in a metapopulation of the American pika,AMERICAN NATURALIST,,,,,,,,,,,,"A 20-yr study of a metapopulation of the American pika revealed a regional decline in occupancy in one part of a large network of habitat patches. We analyze the possible causes of this decline using a;spatially realistic metapopulation model, the incidence function model. The pika metapopulation is the best-known mammalian example of a classical metapopulation with significant population turnover, and it satisfies closely the assumptions of the incidence function model, which was parameterized with data on patch occupancy. The model-predicted incidences of patch occupancy are consistent with observed incidences, and the model predicts well the observed turnover rate between four metapopulation censuses. According to model predictions, the part of the metapopulation where the decline has been observed is relatively unstable and prone to large oscillations in patch occupancy, whereas the other part of the metapopulation is predicted to be persistent. These results demonstrate how extinction-colonization dynamics may produce spatially correlated patterns of patch occupancy without any spatially correlated processes in local dynamics or extinction rate. The unstable part of the metapopulation gives an empirical example of multiple quasi equilibria in metapopulation dynamics. Phenomena similar to those observed here may cause fluctuations in species' range limits.",,,,"Moilanen, Atte/A-5005-2011",,,,,,,,,,,,,0003-0147,1537-5323,,,,OCT,1998,152,4,,,,,530,542,,10.1086/286188,,,,,,,WOS:000076014900003,18811362,,,,,
